,NOME_DEPARTAMENTO,NOME_SECCIONAL,NOME_DELEGACIA,NOME_MUNICIPIO,NUM_BO,ANO_BO,DATA_REGISTRO,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,DESC_PERIODO,DESCR_TIPOLOCAL,DESCR_SUBTIPOLOCAL,BAIRRO,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,NOME_DELEGACIA_CIRCUNSCRICAO,NOME_DEPARTAMENTO_CIRCUNSCRICAO,NOME_SECCIONAL_CIRCUNSCRICAO,NOME_MUNICIPIO_CIRCUNSCRICAO,RUBRICA,DESCR_CONDUTA,NATUREZA_APURADA,MES_ESTATISTICA,ANO_ESTATISTICA,CMD,BTL,CIA
178573,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,CK2921,2025,2025-02-15,2025-02-14,15:15:19,,Via Pública,Via Pública,CECAP,AVENIDA RIO DAS PEDRAS,2201.0,-22.7706526,-47.6047522,06º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,2025,CPI-9,10ºBPM/I,4ªCIA
178574,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,CM8057,2025,2025-02-17,2025-02-15,,Em hora incerta,Via Pública,Via Pública,JARDIM SANTA SILVIA,RUA ANGELINA DOS SANTOS SILVA,0.0,-22.7455937,-47.6072923,06º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,2025,CPI-9,10ºBPM/I,4ªCIA
178575,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,CY3666,2025,2025-02-24,2025-02-24,16:30:43,,Via Pública,Via Pública,PARQUE SANTA CECILIA,AVENIDA ANTONIA PAZINATO STURION,400.0,-22.7310424,-47.6213822,06º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,2025,CPI-9,10ºBPM/I,4ªCIA
178578,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA DA MULHER ONLINE-SEC,DELEGACIA DA MULHER ONLINE,PIRACICABA,BR9424,2025,2025-02-03,2025-02-02,09:00:00,,Via Pública,Via Pública,VILA PRUDENTE,RUA DECHEN CASALE,62.0,-22.7437748,-47.608304,06º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,2,2025,CPI-9,10ºBPM/I,4ªCIA
178588,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,CG5840,2025,2025-02-12,2025-02-12,21:30:27,,Via Pública,Via Pública,SANTA RITA,RUA DOUTOR ALBERT SABIN,357.0,-22.758132781,-47.583018635,06º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,2,2025,CPI-9,10ºBPM/I,4ªCIA
178592,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,CK0696,2025,2025-02-14,2025-02-14,19:32:00,,Via Pública,Via Pública,JARDIM SAO FRANCISCO,RUA TERRA ROXA,199.0,-22.7733815879999,-47.588375336,06º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,2,2025,CPI-9,10ºBPM/I,4ªCIA
178593,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,CM3322,2025,2025-02-17,2025-02-16,02:20:00,,Restaurante e Afins,Bar/Botequim,ABAETÉ,AVENIDA JOSÉ TREVISAN,1001.0,-22.7224701,-47.6086138,06º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,2,2025,CPI-9,10ºBPM/I,4ªCIA
178598,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,CX8590,2025,2025-02-24,2025-02-24,13:20:05,,Via Pública,Via Pública,PIRACICAMIRIM,AVENIDA POMPÉIA,0.0,-22.7454855,-47.6214012,06º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,2,2025,CPI-9,10ºBPM/I,4ªCIA
178602,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,BU5218,2025,2025-02-04,2025-02-04,15:25:00,,Comércio e Serviços,Mercado,DOIS CORREGOS,AVENIDA DOIS CÓRREGOS,347.0,-22.742513779,-47.604103933,06º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Estabelecimento-Outros,ROUBO - OUTROS,2,2025,CPI-9,10ºBPM/I,4ªCIA
178607,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,DD6736,2025,2025-02-28,2025-02-27,23:20:00,,Via Pública,Interior de Veículo Particular,CECAP,AVENIDA RIO DAS PEDRAS,0.0,-22.7706526,-47.6047522,06º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Interior de Veículo,ROUBO - OUTROS,2,2025,CPI-9,10ºBPM/I,4ªCIA
178608,DEINTER 9 - PIRACICABA,DEL.SEC.AMERICANA,DEL.POL.PLANTÃO S.BARB.DOESTE,PIRACICABA,CG7688,2025,2025-02-13,2025-02-12,19:20:00,,Rodovia/Estrada,Acostamento,ÁGUA SECA,RODOVIA MARGARIDA DA GRAÇA MARTINS,0.0,-22.7331206,-47.609157,06º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Veículo,ROUBO DE VEÍCULO,2,2025,CPI-9,10ºBPM/I,4ªCIA
178609,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,CK6503,2025,2025-02-15,2025-02-15,21:15:00,,Via Pública,Via Pública,UNILESTE,AVENIDA COMENDADOR LEOPOLDO DEDINI,685.0,-22.725509,-47.5852636,06º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Veículo,ROUBO DE VEÍCULO,2,2025,CPI-9,10ºBPM/I,4ªCIA
178610,DEINTER 2 - CAMPINAS,DEL.SEC.1º CAMPINAS,DEL.POL.VALINHOS,PIRACICABA,DE0369,2025,2025-02-28,2025-02-28,,De madrugada,Via Pública,Via Pública,ALTO,RODOVIA SP-304 (LUÍS DE QUEIRÓS),0.0,-22.7115392,-47.6349911,06º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Veículo,ROUBO DE VEÍCULO,2,2025,CPI-9,10ºBPM/I,4ªCIA
178612,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,BZ0788,2025,2025-02-07,2025-02-07,13:38:37,,Via Pública,Via Pública,JARDIM ALVORADA,RUA CLARA NUNES,500.0,-22.7580981,-47.6104943,06º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,2,2025,CPI-9,10ºBPM/I,4ªCIA
178623,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,CO5239,2025,2025-02-18,2025-01-17,,Em hora incerta,Via Pública,Via Pública,CASTELINHO,RUA MEM DE SÁ,273.0,-22.731374,-47.6674954,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,2,2025,CPI-9,10ºBPM/I,1ªCIA
178624,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,CQ4577,2025,2025-02-20,2025-02-10,,Em hora incerta,Via Pública,Via Pública,JUPIA,RUA LUÍS CÉSAR BRIGANTE,54.0,-22.711320104,-47.6855884569999,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Interior de Veículo,FURTO - OUTROS,2,2025,CPI-9,10ºBPM/I,1ªCIA
178629,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,PIRACICABA,CV3784,2025,2025-02-22,2025-02-21,,Pela manhã,Outros,Outros,JARAGUÁ,RUA DONA ANÉSIA,950.0,-22.7412213,-47.6673117,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,2,2025,CPI-9,10ºBPM/I,1ªCIA
178635,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,PIRACICABA,DD5290,2025,2025-02-27,2025-02-27,18:15:00,,Via Pública,Via Pública,GLEBA CALIFÓRNIA,RUA SOROCABA,163.0,-22.7196484,-47.6830501,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,2,2025,CPI-9,10ºBPM/I,1ªCIA
178637,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,BS1814,2025,2025-02-03,2025-02-02,,Em hora incerta,Via Pública,Via Pública,BONGUE,AVENIDA JAIME PEREIRA,0.0,-22.7065097,-47.6771208,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,2025,CPI-9,10ºBPM/I,1ªCIA
178638,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,BW3913,2025,2025-02-06,2025-02-05,19:05:50,,Via Pública,Via Pública,MORATO,RUA MARIA ISABEL DA SILVA MATTOS,700.0,-22.7419291,-47.6750904,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,2025,CPI-9,10ºBPM/I,1ªCIA
178639,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,CA4169,2025,2025-02-08,2025-02-08,15:30:53,,Via Pública,Via Pública,JUPIA,RUA ANGELINO STELA,570.0,-22.716960263,-47.68054323,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,2025,CPI-9,10ºBPM/I,1ªCIA
178640,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,CA7093,2025,2025-02-09,2025-02-09,00:12:00,,Via Pública,Via Pública,PAU DALHO,RODOVIA SP 147  SAMUEL CASTRO NEVES,169.0,-22.7344425,-47.6480315,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,2025,CPI-9,10ºBPM/I,1ªCIA
178641,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,CD2482,2025,2025-02-11,2025-02-11,,Pela manhã,Via Pública,Via Pública,BONGUE,AVENIDA JAIME PEREIRA,1.0,-22.7065097,-47.6771208,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,2025,CPI-9,10ºBPM/I,1ªCIA
178643,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,CX0356,2025,2025-02-24,2025-02-18,,Em hora incerta,Via Pública,Via Pública,JARDIM PLANALTO,AVENIDA DOUTOR ANTONIO MENDES DE BARROS FILHO,759.0,-22.7455171,-47.6725534,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,2025,CPI-9,10ºBPM/I,1ªCIA
178644,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,CX7430,2025,2025-02-24,2025-02-22,11:00:00,,Via Pública,Via Pública,BONGUE,AVENIDA JAIME PEREIRA,0.0,-22.7065097,-47.6771208,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,2025,CPI-9,10ºBPM/I,1ªCIA
178645,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,DE4059,2025,2025-02-28,2025-02-27,17:32:00,,Via Pública,Via Pública,JARAGUÁ,AVENIDA DONA JANE CONCEIÇÃO,1580.0,-22.7367537,-47.6620514,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,2025,CPI-9,10ºBPM/I,1ªCIA
178649,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,CH7036,2025,2025-02-13,2025-02-11,08:30:29,,Via Pública,Via Pública,JARDIM SAO FRANCISCO,RUA INÁCIO DE VASCONCELLOS CUNHA CALDEIRA,0.0,-22.6909767,-47.6774469,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,2,2025,CPI-9,10ºBPM/I,1ªCIA
178652,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA DA MULHER ONLINE-SEC,DELEGACIA DA MULHER ONLINE,PIRACICABA,CO4474,2025,2025-02-18,2025-02-17,23:30:00,,Via Pública,Via Pública,JARDIM PLANALTO,RUA NATHAN MITELMAN,237.0,-22.7444347,-47.6712548,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,2,2025,CPI-9,10ºBPM/I,1ªCIA
178655,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,CA6329,2025,2025-02-09,2025-02-08,21:40:03,,Via Pública,Via Pública,PAULISTA,AVENIDA MADRE MARIA TEODORA,790.0,-22.738663468,-47.659414817,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Porte ilegal de arma de fogo de uso permitido (Art. 14),,PORTE DE ARMA,2,2025,CPI-9,10ºBPM/I,1ªCIA
178658,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,CV8417,2025,2025-02-25,2025-02-23,06:06:23,,Via Pública,Via Pública,JARAGUÁ,AVENIDA ABEL FRANCISCO PEREIRA,1.0,-22.7263494,-47.671513,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Veículo,ROUBO DE VEÍCULO,2,2025,CPI-9,10ºBPM/I,1ªCIA
178659,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,CM0013,2025,2025-02-17,2025-02-17,11:12:00,,Via Pública,Via Pública,JARDIM NOVA SUÍÇA,RUA ALFREDO MOREIRA PINTO,20.0,-22.7437229,-47.6755424,07º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,2,2025,CPI-9,10ºBPM/I,1ªCIA
216595,DEMACRO,DEL.SEC.CARAPICUIBA,01º D.P. CARAPICUIBA,PIRACICABA,EK3838,2025,2025-03-25,2025-03-25,08:00:02,,Via Pública,Via Pública,,AVENIDA RAPOSO TAVARES,19.0,-22.7475736,-47.6583156,75º D.P. JARDIM ARPOADOR,DECAP,DEL.SEC.3º OESTE,S.PAULO,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,2025,CPA/M5,16ºBPM/M,4ªCIA
279674,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,DF9309,2025,2025-03-02,2025-03-01,,A noite,Via Pública,Via Pública,CENTRO,RUA SÃO JOSÉ,1024.0,-22.7235279,-47.6511397,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279677,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,DG7535,2025,2025-03-03,2025-03-03,,De madrugada,Via Pública,Via Pública,CENTRO,AVENIDA ALIDOR PECORARI,1.0,-22.7263562,-47.6618349,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279680,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,DI6792,2025,2025-03-05,2025-03-05,,De madrugada,Via Pública,Praça,CENTRO,PRAÇA DA CATEDRAL,921.0,-22.7241715919999,-47.64840744,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279682,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,PIRACICABA,DI9626,2025,2025-03-05,2025-03-02,03:00:00,,Restaurante e Afins,Bar/Botequim,CENTRO,RUA MORAES BARROS,1026.0,-22.7264074,-47.6467846,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279685,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,DJ9906,2025,2025-03-06,2025-03-06,07:00:46,,Outros,Outros,PAULISTA,AVENIDA DOUTOR PAULO DE MORAES,1231.0,-22.7348108,-47.6561152,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279687,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,PIRACICABA,DK0207,2025,2025-03-06,2025-02-22,02:12:00,,Condomínio Comercial,Lojas,CENTRO,RUA SÃO FRANCISCO DE ASSIS,1195.0,-22.734027549,-47.654555966,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279688,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,DK7371,2025,2025-03-06,2025-03-04,15:00:53,,Via Pública,Via Pública,PARQUE DA RUA DO PORTO,AVENIDA BEIRA RIO,1200.0,-22.721735064,-47.65571506,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279690,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,DM5787,2025,2025-03-07,2025-03-07,09:00:42,,Via Pública,Via Pública,CENTRO,RUA QUINZE DE NOVEMBRO,567.0,-22.7264213,-47.6492543,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279695,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,DR0587,2025,2025-03-11,2025-03-11,09:30:55,,Via Pública,Via Pública,CENTRO,RUA GOVERNADOR PEDRO DE TOLEDO,0.0,-22.7250315,-47.6477468,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279697,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,DT7808,2025,2025-03-13,2025-03-13,,Em hora incerta,Via Pública,Interior de Veículo Particular,CENTRO,AVENIDA INDEPENDÊNCIA,0.0,-22.7342594,-47.6515918,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Interior de Veículo,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279698,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,DW3565,2025,2025-03-14,2025-03-14,15:15:00,,Condomínio Comercial,Lojas,CENTRO,RUA GOVERNADOR PEDRO DE TOLÊDO,1353.0,-22.7306639679999,-47.650530745,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279700,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,PIRACICABA,DX9534,2025,2025-03-16,2025-03-15,,Pela manhã,Outros,Outros,CENTRO (TUPI),RUA SÃO JOSÉ,950.0,-22.7253181,-47.6469142,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279702,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,DY3196,2025,2025-03-17,2025-03-17,02:24:15,,Centro Comercial/Empresarial,Estacionamento,CENTRO,RUA BENJAMIN CONSTANT,1000.0,-22.7275976949999,-47.6479281009999,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Estabelecimento-Outros,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279704,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,DZ6249,2025,2025-03-17,2025-03-17,13:30:17,,Via Pública,Via Pública,CENTRO,RUA REGENTE FEIJÓ,920.0,-22.7193075819999,-47.65214107,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279705,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,DZ8174,2025,2025-03-17,2025-03-17,17:04:10,,Via Pública,Via Pública,VILA INDEPENDENCIA,RUA DOUTOR PAULO PINTO,1171.0,-22.7186025,-47.6257303,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Interior de Veículo,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279708,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,EA8207,2025,2025-03-18,2025-03-18,11:50:00,,Via Pública,Via Pública,CENTRO,RUA GOVERNADOR PEDRO DE TOLEDO,1444.0,-22.7250315,-47.6477468,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279714,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,EF2839,2025,2025-03-21,2025-03-20,,A noite,Via Pública,Praça,CENTRO,PRAÇA DA CATEDRAL,921.0,-22.7241715919999,-47.64840744,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
279715,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,PIRACICABA,EF4723,2025,2025-03-21,2025-03-03,,A tarde,Via Pública,Via Pública,CENTRO,RUA BOA MORTE,100.0,-22.7347310035714,-47.6549393274285,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,3,2025,CPI-9,10ºBPM/I,4ªCIA
